kode_bps,nama_bps,kode_pos,nama_pos
1674032008,KARYA BHAKTI,31622,Karya Bakti
1808042005,KARYA BHAKTI,34683,Karya Bhakti
6102042001,KARYA BHAKTI,79282,Karya Bhakti
9403161006,KARYA BUMI,99363,Karya Bumi
1808052015,KARYA CIPTA ABADI,34674,Karya Cipta Abadi
1509011011,KARYA HARAPAN MUKTI,37252,Karya Harapan Mukti
1104020054,KARYA INDAH,24673,Karya Indah
1406040033,KARYA INDAH,28464,Karya Indah
6304150005,KARYA INDAH,70553,Karya Indah
7502043003,KARYA INDAH,96277,Karya Indah
7503032005,KARYA INDAH,96463,Karya Indah
1213090007,KARYA JADI,20883,Karya Jadi
6304150006,KARYA JADI,70553,Karya Jadi
1274020009,KARYA JAYA,20611,Karya Jaya
1601092003,KARYA JAYA,32193,Karya Jaya
1602022012,KARYA JAYA,30684,Karya Jaya
1671021001,KARYA JAYA,30259,Karya Jaya
1807041008,KARYA JAYA,34783,Karya Jaya
3602140016,KARYA JAYA,42361,Karyajaya
6107060012,KARYA JAYA,78683,Karya Jaya
6403010009,KARYA JAYA,75592,Karya Jaya
6107170012,KARYA JAYA BHAKTI,78656,Karya Jaya Bhakti
1808052010,KARYA JITU MUKTI,34674,Karya Jitu Mukti
1213140018,KARYA MAJU,20853,Karya Maju
1606091004,KARYA MAJU,30754,Karya Maju
1609070023,KARYA MAJU,32385,Karya Maju
1807031009,KARYA MAJU,34784,Karya Maju
6108110011,KARYA MAJU,78758,Karya Maju
1609061010,KARYA MAKMUR,32373,Karya Makmur
1804070006,KARYA MAKMUR,34398,Karya Makmur
1808041002,KARYA MAKMUR,34684,Karya Makmur
1901091005,KARYA MAKMUR,33255,Karya Makmur
6303120021,KARYA MAKMUR,70673,Karya Makmur II
6304150007,KARYA MAKMUR,70553,Karya Makmur
7202011007,KARYA MAKMUR,94765,Karya Makmur
1609041006,KARYA MAKMUR VIII,32368,Karya Makmur
6108030015,KARYA MANDIRI,78764,Karya Mandiri
3201160011,KARYA MEKAR,16843,Karyamekar
6403010020,KARYA MERDEKA,75592,Karya Merdeka
1504042006,KARYA MUKTI,36658,Karya Mukti
1601092002,KARYA MUKTI,32193,Karya Mukti
1602020033,KARYA MUKTI,30681,Karya Mukti
1605070042,KARYA MUKTI,31663,Karya Mukti
1606101006,KARYA MUKTI,30758,Karya Mukti
1804030002,KARYA MUKTI,34382,Karya Mukti
3205080003,KARYA MUKTI,44176,Karyamukti
6106052007,KARYA MUKTI,78881,Karya Mukti
7502041003,KARYA MUKTI,96275,Karyamukti
7409121015,KARYA MULIA,93728,Karya Baru
7409121015,KARYA MULIA,93734,Karya Jaya
1605090015,KARYA MULYA,31657,Karya Mulia
1671071004,KARYA MULYA,30168,Karya Mulia
1706020023,KARYA MULYA,38766,Karya Mulya
1803101013,KARYA MULYA SARI,35556,Karya Mulya Sari
7501050017,KARYA MURNI,96361,Karya Murni
1808032008,KARYA MURNI JAYA,34686,Karya Murni Jaya
1605070040,KARYA SAKTI,31663,Karya Sakti
1806061009,KARYA SAKTI,34573,Karya Sakti
5102080013,KARYA SARI,82163,Karyasari
1403071006,KARYA TANI,29262,Karya Tani
1605070044,KARYA TELADAN,31663,Karya Teladan
1403070014,KARYA TUNAS JAYA,29261,Karya Tunas Jaya
1803090002,KARYA TUNGGAL,35552,Karya Tunggal
6209060008,KARYA UNGGANG,74452,Karya Unggang
1602022010,KARYA USAHA,30684,Karya Usaha
3203030001,KARYABAKTI,43275,Karyabakti
3206061001,KARYABAKTI,46476,Karyabakti
3215190006,KARYABAKTI,41354,Karyabhakti
3601050003,KARYABUANA,42282,Karyabuana
1605041009,KARYADADI,31672,Karya Dadi
3205150012,KARYAJAYA,44162,Karyajaya
3204070009,KARYALAKSANA,40384,Karyalaksana
3215190002,KARYAMAKMUR,41354,Karyamakmur
3206140004,KARYAMANDALA,46492,Karyamandala
3205140006,KARYAMEKAR,44181,Karyamekar
3205171001,KARYAMEKAR,44154,Karyamekar
3214111008,KARYAMEKAR,41183,Karyamekar
3203011010,KARYAMUKTI,43277,Karyamukti
3203110003,KARYAMUKTI,43263,Karyamukti
3205230015,KARYAMUKTI,44191,Karyamukti
3205260004,KARYAMUKTI,44185,Karyamukti
3210160008,KARYAMUKTI,45433,Karyamukti
3211120009,KARYAMUKTI,45382,Karyamukti
3215090007,KARYAMUKTI,41383,Karyamukti
3217040001,KARYAMUKTI,40762,Karyamukti
3279030003,KARYAMUKTI,46327,Karyamukti
3207160011,KARYAMULYA,46291,Karyamulya
3215190003,KARYAMULYA,41354,Karyamulya
3274040001,KARYAMULYA,45135,Karyamulya
3201020003,KARYASARI,16646,Karyasari
3205080002,KARYASARI,44176,Karyasari
3205230014,KARYASARI,44191,Karyasari
3215150003,KARYASARI,41352,Karyasari
3601112002,KARYASARI,42266,Karyasari
3601112002,KARYASARI,42268,Karyasari
3601131004,KARYASARI,42266,Karyasari
3601131004,KARYASARI,42268,Karyasari
1804070005,KARYATANI,34398,Karya Tani
3601131001,KARYAUTAMA,42266,Karyautama
3206140018,KARYAWANGI,46492,Karyawangi
3217110007,KARYAWANGI,40759,Karyawangi
3601141006,KARYAWANGI,42257,Karyawangi
9417036001,KARYE,99576,Karye
3326090010,KARYOMUKTI,51162,Karyomukti
7406060009,KASABOLO,93772,Kasabolo
1610010009,KASAH,30865,Kasah
1603092013,KASAI,31375,Kasai
6311020008,KASAI,71663,Kasai
6405040005,KASAI,77381,Kasai
7402030004,KASAKA,93661,Kasaka
6210060015,KASALI BARU,74863,Kasali Baru
7604010001,KASAMBANG,91552,Kasambang
1401010014,KASANG,29564,Kasang
1571080008,KASANG,36141,Kasang
1571080009,KASANG JAYA,36141,Kasang Jaya
1505020023,KASANG KUMPEH,36373,Kasang Kumpeh
1401053003,KASANG LIMAU SUNDAI,29557,Kasang Limau Sundai
1505020009,KASANG LOPAK ALAI,36373,Kasang Lopak Alai
1503050013,KASANG MELINTANG,37491,Kasang Melintang
1407072007,KASANG MUNGKAL,28569,Kasang Mungai
1407072006,KASANG PADANG,28569,Kasang Padang
1505020008,KASANG PUDAK,36373,Kasang Pudak
7605020014,KASANO,91572,Kasano
6307070006,KASARANGAN,71362,Kasarangan
7172030016,KASAWARI,95529,Kasawari
9417026003,KASAWI,99584,Kasawi
8109020010,KASE,97353,Kase
3302170002,KASEGERAN,53162,Kasegeran
3507130008,KASEMBON,65171,Kasembon
3507330005,KASEMBON,65193,Kasembon
3673060001,KASEMEN,42141,Kasemen
9416036004,KASEN,99073,Kasen
3529150001,KASENGAN,69452,Kasengan
3325110012,KASEPUHAN,51214,Kasepuhan
7315071005,KASERALAU,91255,Kaseralau
9105171006,KASI,98376,Kassi
7505040017,KASIA,96664,Kasia
6309070012,KASIAU,71571,Kasiau
6309070013,KASIAU RAYA,71571,Kasiau Raya
8106040017,KASIE,97562,Kasieh
1702030041,KASIE KASUBUN,39182,Kasie Kasubun
7204050005,KASIGUNCU,94652,Kasinguncu
3303141003,KASIH,53358,Kasih
1603070023,KASIH DEWA,31382,Kasih Dewa
1610012005,KASIH RAJA,30863,Kasi Raja
3312150011,KASIHAN,57681,Kasihan
3501090004,KASIHAN,63582,Kasihan
1406041001,KASIKAN,28465,Kasikan
3304100002,KASILIB,53461,Kasilib
9107130005,KASIM,98437,Kasim
9414040015,KASIMA,99881,Kasima
3522240008,KASIMAN,62164,Kasiman
3523160016,KASIMAN,62356,Kasiman
7208031003,KASIMBAR,94462,Kasimbar
7208031006,KASIMBAR BARAT,94462,Kasimbar Barat
7208031005,KASIMBAR SELATAN,94462,Kasimbar Selatan
7208031014,KASIMBAR UTARA,94462,Kasimbar
7322120023,KASIMBONG,92915,Kasimbong
9107130008,KASIMLE,98437,Kasimle
3304170016,KASIMPAR,53457,Kasimpar
3326040008,KASIMPAR,51193,Kasimpar
7302020002,KASIMPURENG,92515,Kasimpureng
3573030001,KASIN,65117,Kasin
1209080004,KASINDIR,21172,Kasindir
7212010001,KASINGOLI,94965,Kasingoli
3304180024,KASINOMAN,53458,Kasinoman
6211050005,KASINTU,74552,Kasintu
7204071002,KASINTUWU,94611,Kasintuwu
7325080010,KASINTUWU,92973,Kasintuwu
7406030001,KASIPUTE,93771,Kasipute
9104020004,KASIRA,98571,Kasira
9102020008,KASIRA/KENSI,98673,Kensi
1503010014,KASIRO,37485,Kasiro
1503010015,KASIRO ILIR,37485,Kasiro Hilir
8204052006,KASIRUTA DALAM,97925,Kasiruta Dalam
7317020016,KASIWIANG,91996,Kasiwiang
3318010015,KASIYAN,59172,Kasiyah
1606020026,KASMARAN,30752,Kasmaran
3212070016,KASMARAN,45271,Kasmaran
3304140012,KASMARAN,53455,Kasmaran
3207170003,KASO,46293,Kaso
3210151009,KASOKANDEL,45477,Kasokandel
7605041001,KASOLOANG,91575,Kasoloang
3213031007,KASOMALANG KULON,41289,Kasomalang Kulon
3213031006,KASOMALANG WETAN,41289,Kasomalang Wetan
9428050004,KASONAWEJA,99381,Kasonaweja
5315041004,KASONG,86765,Kasong
6209050003,KASONGAN BARU,74412,Kasongan Baru
6209050004,KASONGAN LAMA,74411,Kasongan Lama
3317100007,KASREMAN,59219,Kasreman
3504030013,KASREMAN,66273,Kasreman
3506130007,KASREMAN,64194,Kasreman
3521050014,KASREMAN,63271,Kasreman
3521101004,KASREMAN,63286,Kasreman
3507130006,KASRI,65171,Kasri
6105190003,KASROMEGO,78555,Kasro Mego
7315071002,KASSA,91255,Kassa
7304051008,KASSI,92372,Kassi
7371031004,KASSI-KASSI,90222,Kassi - Kassi
7307020002,KASSI BULENG,92662,Kassi Buleng
7309070006,KASSI LOE,90653,Kassi Loe
7605021007,KASTA BUANA,91581,Kastabuana
7406060003,KASTARIB,93772,Kastarib
8271010006,KASTELA,97731,Kastela
7404010013,KASTURA,93563,Kastura
3210030019,KASTURI,45466,Kasturi
8271030009,KASTURIAN,97726,Kasturian
2171010003,KASU,29493,Kasu
7211070015,KASUARI,94894,Kasuari
8206010006,KASUBA,97869,Kasuba
3209141011,KASUGENGAN KIDUL,45641,Kasugengan Kidul
3209141012,KASUGENGAN LOR,45641,Kasugengan Lor
1807030007,KASUI LAMA,34765,Kasui Lama
1807030006,KASUI PASAR,34765,Kasui Pasar
1704031010,KASUK BARU,38963,Kasuk Baru
9419052004,KASUKWE,99378,Kasukwe
7409121006,KASULATOMBI,93744,Kasulatombi
7408050014,KASUMEETO,93954,Kasumeeto
7403133003,KASUMEIA,93465,Kasumeia
6401010014,KASUNGAI,76252,Kasungai
3673060009,KASUNYATAN,42144,Kasunyatan
7403150011,KASUPUTE,93461,Kasupute
7102200005,KASURATAN,95681,Kasuratan
9106020006,KASUWERI,98465,Kasuweri
7407031011,KASWARI,93796,Kaswari
3323100009,KATAAN,56255,Kataan
9414040004,KATAGE,99881,Katage
5302033004,KATAKA,87175,Kataka
5308020016,KATAKEJA,86685,Katakeja
9415071013,KATALINA,99778,Katalina
7415050005,KATAMPE,93739,Katampe
9414010005,KATAN,99872,Khatan
9414010005,KATAN,99872,Yatan
8205032001,KATANA,97769,Katana
7306010019,KATANGKA,92153,Katangka
7306040011,KATANGKA,92114,Katangka
6203180008,KATANJUNG,73556,Katanjung
3204180005,KATAPANG,40355,Katapang
9105144019,KATEBU,98315,Katebu
3309080004,KATEGUHAN,57374,Kateguhan
3311030007,KATEGUHAN,57561,Kateguhan
3310020001,KATEKAN,57455,Katekan
3315140008,KATEKAN,58153,Katekan
3323100001,KATEKAN,56255,Katekan
3314190001,KATELAN,57261,Katelan
3517170016,KATEMAS,61454,Katemas
9101061003,KATEMBA,98641,Katemba
5202010005,KATENG,83572,Kateng
3306090015,KATERBAN,54153,Katerban
3518110011,KATERBAN,64494,Katerban
3523030003,KATERBAN,62365,Katerban
5321070017,KATERI,85762,Kateri
3504160011,KATES,66261,Kates
9415051007,KATEW,99779,Katew
1104053020,KATI JEROH,24678,Kati Jeroh
1104052021,KATI MAJU,24679,Kati Maju
7505020029,KATIALADA,96611,Katialada
3521130003,KATIKAN,63254,Katikan
5301022007,KATIKU LOKU,87272,Katiku Loku
5302032006,KATIKU LUKU,87163,Katiku Luku
5302032004,KATIKUTANA,87163,Katikutana
5302032003,KATIKUWAI,87163,Katiku Wai
7415030008,KATILOMBU,93753,Katilombu
7602061007,KATIMBANG,91344,Katimbang
3525030010,KATIMOHO,61175,Katimoho
7102250005,KATINGGOLAN,95612,Katinggolan
9107120006,KATINIM,98433,Katinim
1402010017,KATIPO PURA,29354,Ketipopura
3501050004,KATIPUGAL,63561,Katipugal
1904040010,KATIS,33674,Katis
7472010009,KATOBENGKE,93724,Katobengke
7209081004,KATOGOP,94693,Katogop
7408021002,KATOI,93951,Katoi
3526140011,KATOL BARAT,69152,Katol Barat
3526150010,KATOL TIMUR,69155,Katol Timur
7315070006,KATOMPORANG,91253,Katomporang
3315040016,KATONG,58171,Katong
3403130005,KATONGAN,55852,Katongan
3321070003,KATONSARI,59516,Katonsari
3515170003,KATRUNGAN,61262,Katerungan
7204041008,KATU,94656,Katu
5205020011,KATUA,84217,Katua
3271020004,KATULAMPA,16144,Katulampa
3604080004,KATULISAN,42175,Katulisan
7322040021,KATULUNGAN,92963,Katulungan
7602030010,KATUMBANGAN,91353,Katumbangan
3601050004,KATUMBIRI,42282,Katumbiri
5106040010,KATUNG,80652,Katung
6203150026,KATUNJUNG,73553,Katunjung
7209070010,KATUPAT,94694,Katupat
3522191006,KATUR,62156,Katur
5305052004,KAUBELE,85685,Kaubele
7106020010,KAUDITAN DUA,95372,Kauditan II
7106020011,KAUDITAN SATU,95372,Kauditan I
9412020012,KAUGAPU,99963,Kaugapa
7103080005,KAUHIS,95853,Kauhis
7211070006,KAUKES,94894,Kaukes
3505060010,KAULON,66172,Kaulon
3307040008,KAUMAN,56364,Kauman
3309170001,KAUMAN,57383,Kauman
3316100013,KAUMAN,58213,Kauman
3318080023,KAUMAN,59185,Kauman
3319020015,KAUMAN,59315,Kauman
3320080004,KAUMAN,59417,Kauman
3325110005,KAUMAN,51215,Kauman
3326160019,KAUMAN,51152,Kauman
3327120006,KAUMAN,52363,Kauman
3372030006,KAUMAN,57112,Kauman
3374130009,KAUMAN,50139,Kauman
3375020007,KAUMAN,51127,Kauman
3502120016,KAUMAN,63451,Kauman
3502170010,KAUMAN,63414,Kauman
3504120009,KAUMAN,66211,Kauman
3504160003,KAUMAN,66261,Kauman
3505200009,KAUMAN,66152,Kauman
3514150004,KAUMAN,67153,Kauman
3516080004,KAUMAN,61382,Kauman
3517050004,KAUMAN,61473,Kauman
3517090008,KAUMAN,61482,Kauman
3517190010,KAUMAN,61455,Kauman
3518140008,KAUMAN,64411,Kauman
3520120020,KAUMAN,63395,Kauman
3521010015,KAUMAN,63264,Kauman
3521150012,KAUMAN,63256,Kauman
3522100017,KAUMAN,62192,Kauman
3522160017,KAUMAN,62113,Kauman
3525130014,KAUMAN,61153,Kauman
3572020003,KAUMAN,66117,Kauman
3573030004,KAUMAN,65119,Kauman
3576010007,KAUMAN,61324,Kauman
6106061006,KAUMAN,78821,Kauman
3373040006,KAUMAN KIDUL,50712,Kauman Kidul
3322050016,KAUMAN LOR,50571,Kauman Lor
7401061025,KAUMBU,93733,Kaumbu
3507320010,KAUMREJO,65192,Kaumrejo
7102130003,KAUNERAN,95691,Kauneran
7102130014,KAUNERAN SATU,95691,Kauneran
3213130001,KAUNGANTEN,41264,Kawunganten
3601190018,KAUNGCAANG,42251,Kaungcaang
9112090012,KAUNGWAM,98378,Kaungwam
5303170005,KAUNIKI,85369,Kauniki
1802021002,KAUR GADING,35692,Kaur Gading
7201040020,KAUTU,94881,Kautu
6207020002,KAWA,74663,Kawa
7108100004,KAWAHANG,95864,Kawahang
3208010009,KAWAHMANUK,45562,Kawah Manuk
3320091004,KAWAK,59456,Kawak
5309032002,KAWALELO,86251,Kawalelo
3207280002,KAWALI,46253,Kawali
3207280004,KAWALIMUKTI,46253,Kawalimukti
7103110008,KAWALUSO,95852,Kawaluso
5106020004,KAWAN,80613,Kawan
6202210003,KAWAN BATU,74356,Kawan Batu
7106040003,KAWANGKOAN,95381,Kawangkoan
7106040009,KAWANGKOAN BARU,95381,Kawangkoan Baru
7105112006,KAWANGKOAN BAWAH,95928,Kawangkoan Bawah
5317020009,KAWANGO HARI,87461,Kawango Hari
3509090001,KAWANGREJO,68174,Kawangrejo
9413022004,KAWANGTET,99662,Kawangtet
5302060012,KAWANGU,87151,Kawangu
9426040005,KAWARI,98265,Kawari
3207100011,KAWASEN,46283,Kawasen
8204020021,KAWASI,97961,Kawasi
6105150002,KAWAT,78564,Kawat
7325071019,KAWATA,92983,Kawata
8203032001,KAWATA,97986,Kawata
7102093009,KAWATAK,95643,Kawatak
7271031004,KAWATUNA,94116,Kawatuna
9401011008,KAWE,99687,Kawe
9417013002,KAWE,99575,Kawe
3520050010,KAWEDANAN,63382,Kawedanan
3305120023,KAWEDUSAN,54315,Kawedusan
3505190004,KAWEDUSAN,66153,Kawedusan
3506090014,KAWEDUSAN,64175,Kawedusan
5309061008,KAWELA,86263,Kawela
9415011001,KAWEM,99773,Kawem
7204052003,KAWENDE,94657,Kawende
7102210019,KAWENG,95682,Kaweng
3316090018,KAWENGAN,58261,Kawengan
3522241001,KAWENGAN,62163,Kawengan
3322152004,KAWENGEN,50522,Kawengen
7311100007,KAWERANG,92772,Kawerang
3505090013,KAWERON,66183,Kaweron
7106081002,KAWERUAN,95379,Kaweruan
9415032005,KAWET,99776,Kawet
7106020012,KAWILEI,95372,Kawiley
5206091002,KAWINDA NAE,84192,Kawinda Nae
5206091004,KAWINDA TOI,84192,Kawinda Toi
7103102001,KAWIO,95856,Kawio
3514200010,KAWIS REJO,67181,Kawisrejo
3524200010,KAWISTOLEGI,62254,Kawistolegi
3525080021,KAWISTOWINDU,61162,Kawistowindu
3206140008,KAWITAN,46492,Kawitan
7402030001,KAWITE WITE,93661,Kawite Wite
5202020010,KAWO,83573,Kawo
9417011006,KAWOR,99575,Kawor
3601121009,KAWOYANG,42269,Kawoyang
3521130012,KAWU,63254,Kawu
7204072003,KAWUA,94619,Kawua
3301120009,KAWUNGANTEN,53253,Kawunganten
3301120010,KAWUNGANTEN LOR,53253,Kawunganten Lor
3302210009,KAWUNGCARANG,53183,Kawungcarang
3210070004,KAWUNGGIRANG,45412,Kawunggirang
3210080001,KAWUNGHILIR,45429,Kawunghilir
3207180006,KAWUNGLARANG,46292,Kawunglarang
3203230005,KAWUNGLUWUK,43254,Kawungluwuk
3213040006,KAWUNGLUWUK,41284,Kawungluwuk
3206110012,KAWUNGSARI,46471,Kawungsari
3208071002,KAWUNGSARI,45588,Kawungsari
5309050013,KAWUTA,86271,Kawuta
5206051007,KAWUWU,84175,Kawuwu
9106074001,KAYABO,98453,Kayabo
9414011010,KAYAGAE,99878,Kayagai
6308040027,KAYAKAH,71452,Kayakah
7204070009,KAYAMANYA,94617,Kayamanya
3517040001,KAYANGAN,61471,Kayangan
5208040003,KAYANGAN,83755,Kayangan
9415020015,KAYARPIS,99782,Kayarpis
7173030001,KAYAWU,95419,Kayawu
9415060012,KAYE,99777,Kaye
1108040033,KAYEE ADANG,23951,Kayee Adang
1108100029,KAYEE ADANG,23361,Kayee Adang
1108081009,KAYEE KUNYET,23368,Kayee Kunyet
1108090001,KAYEE LEE,23371,Kayee Lee
1109180014,KAYEE PANYANG,24182,Kayee Panyang
1111040024,KAYEE PANYANG,24373,Kayee Panyang
1115010022,KAYEE UNOU,23662,Kayee Unoe
3309190009,KAYEN,57391,Kayen
3318020009,KAYEN,59171,Kayen
3501040005,KAYEN,63519,Kayen
3503070013,KAYEN,66361,Kayen
3517010004,KAYEN,61462,Kayen
3523190002,KAYEN,62354,Kayen
3506191010,KAYEN KIDUL,64185,Kayen Kidul
3506160001,KAYEN LOR,64155,Kayen Lor
3514090015,KAYOMAN,67162,Kayoman
6106090015,KAYONG HULU,78873,Kayong Hulu
6106090014,KAYONG UTARA,78873,Kayong Utara
7202020008,KAYOWA,94762,Kayowa
6301050002,KAYU ABANG,70854,Kayu Habang
6306040016,KAYU ABANG,71291,Kayu Abang
1602060015,KAYU AGUNG,30618,Kayuagung
3603180012,KAYU AGUNG,15523,Kayu Agung
7208051004,KAYU AGUNG,94481,Kayu Agung
1501072015,KAYU AHO MANGKAK KOTO LANANG,37154,Kayu Aho Mangkak Koto Lanang
1701062009,KAYU AJARAN,38579,Kayu Ajaran
1602030014,KAYU ARA,30655,Kayu Ara
1610011009,KAYU ARA,30869,Kayu Ara
1674011001,KAYU ARA,31615,Kayu Ara
6103031004,KAYU ARA,78355,Kayu Ara
6103031004,KAYU ARA,78357,Kayu Ara
6103050007,KAYU ARA,78355,Kayu Ara
6103050007,KAYU ARA,78357,Kayu Ara
1405030029,KAYU ARA PERMAI,28662,Kayu Ara Permai
1603060004,KAYU ARA SAKTI,31352,Kayu Ara Sakti
1603060004,KAYU ARA SAKTI,32352,Kayu Ara Sakti
1705050016,KAYU ARANG,38877,Kayu Arang
1406063003,KAYU ARO,28456,Kayu Aro
1807021013,KAYU BATU,34767,Kayu Batu
6403060009,KAYU BATU,75562,Kayu Batu
7301050012,KAYU BAUK,92854,Kayu Bauk
6303020011,KAYU BAWANG,70652,Kayu Bawang
6307050010,KAYU BAWANG,71319,Kayu Bawang
1218060003,KAYU BESAR,20994,Kayu Besar
1904021005,KAYU BESI,33685,Kayu Besi
7102240002,KAYU BESI,95684,Kayubesi
3603180011,KAYU BONGKOK,15524,Kayu Bongkok
6203170002,KAYU BULAN,73555,Kayu Bulan
6107200015,KAYU DUJUNG,78653,Kayu Dujung
1705020018,KAYU ELANG,38873,Kayu Elang
1802050024,KAYU HUBI,35675,Kayuhubi
6405100001,KAYU INDAH,77374,Kayu Indah
1106040013,KAYU KUL,24561,Kayu Kul
1701040033,KAYU KUNYIT,38551,Kayu Kunyit
1602041007,KAYU LABU,30674,Kayu Labu
1202051002,KAYU LAUT,22952,Kayu Laut
7303020018,KAYU LOE,92413,Kayu Loe
1702031008,KAYU MANIS,39181,Kayu Manis
1702042004,KAYU MANIS,39153,Kayu Manis
3172100004,KAYU MANIS,13120,Kayu Manis
1104020055,KAYU MBELIN,24673,Kayu Mbelin
1102022001,KAYU MENANG,24788,Kayu Menang
1104052011,KAYU MENTANGUR,24679,Kayu Mentangur
8271020005,KAYU MERAH,97717,Kayu Merah
9101061002,KAYU MERAH,98641,Kayu Merah
1277040016,KAYU OMBUN,22719,Kayu Ombun
3172090006,KAYU PUTIH,13210,Kayu Putih
3512120012,KAYU PUTIH,68324,Kayu Putih
5371030013,KAYU PUTIH,85111,Kayu Putih
6307080033,KAYU RABAH,71352,Kayu Rabah
6103050002,KAYU TANAM,78355,Kayu Tanam
7301021002,KAYUADI,92864,Kayuadi
3217120006,KAYUAMBON,40791,Kayuambon
3311070016,KAYUAPAK,57555,Kayuapak
1606040008,KAYUARA,30711,Kayu Ara
6103080010,KAYUARA,78364,Kayu Ara
1607040019,KAYUARA KUNING,30915,Kayuara Kuning
1903010010,KAYUARANG,33364,Kayu Arang
3304140008,KAYUARES,53455,Kayuares
1501050001,KAYUARO AMBAI,37171,Kayu Aro Ambai
7201060016,KAYUBET,94871,Kayubet
5106020007,KAYUBIHI,80619,Kayubihi
9106022001,KAYUBIRO,98466,Kayubiro
7208022001,KAYUBOKO,94452,Kayuboko
7502010009,KAYUBULAN,96272,Kayubulan
7502070008,KAYUBULAN,96211,Kayu Bulan
7606050009,KAYUCALLA,91566,Kayu Calla
3326070014,KAYUGERITAN,51182,Kayugeritan
3307120006,KAYUGIYANG,56353,Kayugiyang
3522120007,KAYULEMAH,62191,Kayulemah
7304031002,KAYULOE BARAT,92353,Kayuloe Barat
7304031003,KAYULOE TIMUR,92353,Kayuloe Timur
3312160009,KAYULOKO,57682,Kayuloko
7206032003,KAYULOMPA,94555,Kayu Lompa
7271040004,KAYUMALUE NGAPA,94146,Kayumalue Ngapa
7271040003,KAYUMALUE PAJEKO,94145,Kayumalue Pajeko
3271060009,KAYUMANIS,16169,Kayu Manis
3310220011,KAYUMAS,57481,Kayumas
3512140003,KAYUMAS,68371,Kayumas
7502021021,KAYUMERAH,96273,Kayumerah
7502070016,KAYUMERAH,96214,Kayu Merah
7111020009,KAYUMOYONDI,95783,Kayumoyondi
3506090002,KAYUNAN,64175,Kayunan
6401060013,KAYUNGO,76282,Kayungo
6401060017,KAYUNGO SARI,76282,Kayungo Sari
9101087004,KAYUNI,98641,Kayu Merah
7107060002,KAYUOGU,95766,Kayu Ogu
3326040009,KAYUPURING,51193,Kayupuring
5108040005,KAYUPUTIH,81152,Kayuputih
5108050015,KAYUPUTIH,81161,Kayu Putih
5302051008,KAYURI,87184,Kayuri
3275050007,KAYURINGIN JAYA,17144,Kayuringin Jaya
7102220004,KAYUROYA,95685,Kayuroya
7202051007,KAYUTANYO,94775,Kayutanyo
3521150003,KAYUTREJO,63256,Kayutrejo
7102210004,KAYUWATU,95682,Kayuwatu
3174060006,KEAGUNGAN,11130,Keagungan
7211070007,KEAK,94894,Keak
6402060012,KEAY,75777,Keay
3305050022,KEBADONGAN,54381,Kebadongan
6105160007,KEBADU,78563,Kebadu
3305130010,KEBAGORAN,54361,Kebagoran
1809050012,KEBAGUSAN,35314,Kebagusan
3171020003,KEBAGUSAN,12520,Kebagusan
3327110015,KEBAGUSAN,52364,Kebagusan
3313040002,KEBAK,57782,Kebak
3313140009,KEBAK,57762,Kebak
3304030007,KEBAKALAN,53473,Kebakalan
3305210010,KEBAKALAN,54365,Kebakalan
3515040012,KEBAKALAN,61274,Kebakalan
3524210002,KEBALAN KULON,62261,Kebalan Kulon
3524100020,KEBALANDONO,62271,Kebalandono
3524100018,KEBALANPELANG,62271,Kebalan Pelang
3216090002,KEBALEN,17613,Kebalen
3510180003,KEBALENAN,68417,Kebalenan
3510110003,KEBAMAN,68471,Kebaman
1604120053,KEBAN,31419,Keban
2101010006,KEBAN,29663,Keban
1603040002,KEBAN AGUNG,31359,Keban Agung
1604041025,KEBAN AGUNG,31464,Keban Agung
1604113003,KEBAN AGUNG,31456,Keban Agung
1608091005,KEBAN AGUNG,32282,Keban Agung
1705051005,KEBAN AGUNG,38881,Keban Agung
1708020009,KEBAN AGUNG,39374,Keban Agung
1701042022,KEBAN AGUNG I,38553,Keban Agung I
1701042021,KEBAN AGUNG II,38553,Keban Agung II
1701042020,KEBAN AGUNG III,38553,Keban Agung III
1604113001,KEBAN AGUNG SP I,31456,Keban Agung
1606010016,KEBAN I,30753,Keban I
1606010015,KEBAN II,30753,Keban II
1611040007,KEBAN JATI,31898,Kebon Jati
1701062007,KEBAN JATI,38579,Keban Jati
3304030003,KEBANARAN,53473,Kebanaran
3327050015,KEBANDARAN,52365,Kebandaran
3328080008,KEBANDINGAN,52472,Kebandingan
3327050010,KEBANDUNGAN,52365,Kebandungan
3329020018,KEBANDUNGAN,52274,Kebandungan
7603091004,KEBANGA,91374,Kebanga
3302210008,KEBANGGAN,53183,Kebanggan
3327010008,KEBANGGAN,52354,Kebanggan
3305111011,KEBAPANGAN,54355,Kebapangan
9109080001,KEBAR BARAT / SENOPI,98374,Senopi
3209140026,KEBAREPAN,45655,Kebarepan
3515080002,KEBARON,61273,Kebaron
3302060009,KEBARONGAN,53194,Kebarongan
3302050009,KEBASEN,53172,Kebasen
3328140010,KEBASEN,52493,Kebasen
3325050005,KEBATURAN,51274,Kebaturan
1211081013,KEBAYAKEN,22157,Kebayaken
3171050002,KEBAYORAN LAMA SELATAN,12240,Kebayoran Lama Selatan
3171050003,KEBAYORAN LAMA UTARA,12240,Kebayoran Lama Utara
3318030005,KEBEN,59174,Keben
3513100006,KEBEN,67285,Keben
3524180011,KEBEN,62252,Keben
