kode_bps,nama_bps,kode_pos,nama_pos
6409030010,NIPAH NIPAH,76312,Nipah-Nipah
6112010008,NIPAH PANJANG,78385,Nipah Panjang
1506050004,NIPAH PANJANG I,36771,Nipah Panjang I
1506050005,NIPAH PANJANG II,36771,Nipah Panjang II
9416037002,NIPSAN,99064,Nipsan
5311050038,NIRAMESI,86372,Niramesi
5310070011,NIRANGKLIUNG,86152,Nirangkliung
7306050005,NIRANNUANG,92171,Nirannuang
5312031009,NIRMALA,86461,Nirmala
1108100065,NIRON,23361,Niron
1609091005,NIRWANA,32375,Nirwana
5206030004,NISA,84171,Nisa
5309074006,NISA NULAN,86265,Nisa Nulan
5309073002,NISAKARANG,86266,Nisakarang
7308021007,NISOMBALIA,90551,Nisombalia
5310070005,NITA,86152,Nita
5310070007,NITAKLOANG,86152,Nitakloang
5304112006,NITI,85577,Niti
5321040012,NITI,85764,Niti
3520070008,NITIKAN,63361,Nitikan
5303110008,NITNEO,85351,Nitneo
5272021001,NITU,84139,Nitu
5310061001,NITUNGLEA,86191,Nitunglea
5303131007,NIUKBAUN,85367,Niukbaun
5303142004,NIUNBAUN,85336,Niunbaun
1611010014,NIUR,31892,Niur
2101010012,NIUR PERMAI,29663,Niur Permai
8106040009,NIWELEHU,97562,Niwelehu
9413020007,NIYIMBANG,99662,Niyimbang
6107130009,NOBAL,78655,Nobal
5304070018,NOBI NOBI,85571,Nobi-Nobi
5309071020,NOBO,86268,Nobo
5309012005,NOBOKONGA,86254,Nobokonga
3373010001,NOBOREJO,50736,Noborejo
5304072003,NOE NONI,85554,Noenoni
5304103002,NOEBANA,85585,Noebana
5305021003,NOEBAUN,85663,Noebaun
5304070017,NOEBESA,85571,Noebesa
5304013001,NOEBESI,85558,Noebesi
5303120011,NOELBAKI,85361,NoeLBAki
5305013004,NOELELO,85649,Noelelo
5303170002,NOELMINA,85369,Noelmina
5305010020,NOELTOKO,85661,Neotoko
9412042004,NOEMA,99965,Noema
5304030013,NOEMETO,85519,Noemeto
5304050008,NOEMUKE,85562,Noemuke
9412041006,NOEMUN,99966,Noemun
5305021013,NOEMUTI,85663,Noemuti
5305010001,NOEPESU,85661,Noepesu
5304071002,NOESIU,85581,Noesiu
5308020018,NOGO DONI,86685,Nogo Doni
9418032002,NOGOBUMBU,99427,Nogobumbu
3524040017,NOGOJATISARI,62284,Nogojatisari
3305020015,NOGORAJI,54374,Nogoraji
3322010013,NOGOSAREN,50574,Nogosaren
3513100015,NOGOSAREN,67285,Nogosaren
3501110012,NOGOSARI,63572,Nogosari
3508100001,NOGOSARI,67359,Nogosari
3511060006,NOGOSARI,68287,Nogosari
3514120013,NOGOSARI,67156,Nogosari
3516030008,NOGOSARI,61374,Nogosari
3404050004,NOGOTIRTO,55599,Nogotirto
5317030004,NOHA,87464,Noha
6411050002,NOHA SILAT,75869,Naha Silat
7403150010,NOHU NOHU,93461,Nohu - Nohu
7412030008,NOKO,93496,Noko
3502170015,NOLOGATEN,63411,Nologaten
3324080012,NOLOKERTO,51372,Nolokerto
9403240005,NOLOKLA,99359,Nolokla
9418042004,NOLOPUR,99418,Nolopur
9418051009,NOMBORI,99431,Nombori
9410090002,NOMOUWODIDE,98769,Nomouwodide
3401040004,NOMPOREJO,55662,Nomporejo
9417033005,NOMTEREN,99576,Nomteren
7325081014,NON BLOK,92974,Non Blok
7101090019,NONAPAN,95753,Nonapan Baru
7101090019,NONAPAN,95753,Nonapan I
7101090019,NONAPAN,95753,Nonapan II
7101090016,NONAPAN BARU,95753,Nonapan Baru
7101090004,NONAPAN DUA,95753,Nonapan I
5305061003,NONATBATAN,85683,Nonotbatan
5303161004,NONBAUN,85341,Nonbaun
5303130013,NONBES,85366,Nonbes
8204050016,NONDANG,97916,Nondang
5107010002,NONGAN,80863,Nongan
3529200006,NONGGUNONG,69484,Nonggunong
3502120002,NONGKODONO,63451,Nongkodono
3374020008,NONGKOSAWIT,50224,Nongkosawit
9417035001,NONGME,99576,Nongme
5304030010,NONOHONIS,85517,Nonohonis
6213040027,NONOKALIWON,73961,Nono Kaliwon
9426010018,NONOMI,98261,Nonomi
7202020009,NONONG,94762,Nonong
7102092006,NOONGAN,95642,Noongan
7102092016,NOONGAN DUA,95642,Noongan
7102092017,NOONGAN TIGA,95642,Noongan
9103061004,NORDIWAR,98583,Nordiwar
3527010001,NOREH,69273,Noreh
5308060007,NORMAL,86691,Normal
5308060021,NORMAL I,86691,Normal I
1117051012,NOSAR BARU,24586,Nosar Baru
1117051006,NOSAR TAWAR JAYA,24586,Nosar Tawar Jaya
9416041006,NOTNAREK,99045,Notnarek
3302120003,NOTOG,53171,Notog
3326020012,NOTOGIWANG,51164,Notogiwang
1805050007,NOTOHARJO,34272,Noto Harjo
3471100001,NOTOPRAJAN,55262,Notoprajan
3504170015,NOTOREJO,66263,Notorejo
5205030004,NOWA,84251,Nowa
9418014011,NOWO,99446,Nowo
9428060004,NOYADI,99384,Noyadi
6105200005,NOYAN,78554,Noyan
3375020014,NOYONTAANSARI,51121,Noyontaansari
5272021011,NTOBO,84138,Ntobo
5206070002,NTOKE,84152,Ntoke
5206041005,NTONGGU,84174,Ntonggu
5206050015,NTORI,84181,Ntori
5306081005,NUALAIN,85737,Nualain
5311050027,NUALISE,86372,Nualise
5304091005,NUALUNAT,85582,Nualunat
5311051001,NUAMULI,86373,Nuamulu
5311053004,NUAMURI,86376,Nuamuri
5311053005,NUAMURI BARAT,86376,Nuamuri Barat
6207013006,NUANGAN,74667,Nuangan
7111010005,NUANGAN,95784,Nuangan
7111010006,NUANGAN I,95784,Nuangan I
7111010020,NUANGAN SELATAN,95784,Nuangan
5311071011,NUANGENDA,86378,Nuangenda
5311070019,NUAONE,86371,Nuaone
5304011008,NUAPIN,85557,Nuapin
1807051007,NUAR MAJU,34781,Nuar Maju
5303162004,NUATAUS,85342,Nuataus
5308050004,NUBA MADO,86619,Nubamado
5308020022,NUBABOLI,86685,Nubaboli
5308020010,NUBAHAERAKA,86685,Nubahaeraka
5309062007,NUBALEMA,86264,Nubalema
5309062013,NUBALEMA DUA,86264,Nubalema Dua
9426012005,NUBUAI,98271,Nubuai
5313041003,NUCA MOLAS,86562,Nuca Molas
9418040001,NUGARI,99414,Nugari
9418090004,NUGINI,99435,Nugini
7325070022,NUHA,92984,Nuha
9402121010,NUKAHILAPOK,99519,Waukahilapok
8272041006,NUKU,97849,Nuku
8106040018,NUKUHAY,97562,Nukuhai
5307012003,NULE,85885,Nule
7201031003,NULION,94885,Nulion
5304040012,NULLE,85551,Nule
9408061015,NUMAMAM,98215,Numaman
7407050007,NUMANA,93795,Numana
5311071015,NUMBA,86378,Numba
9418080001,NUMBA,99433,Numba
9471030006,NUMBAI,99121,Numbay
9418051014,NUMBE,99431,Numbe
2102063002,NUMBING,29195,Numbing
9418022017,NUMBOBOTON,99416,Numbuboton
9418060015,NUMBUGAWI,99422,Numbugawe
5321100001,NUMPONI,85761,Numponi
1106050025,NUNANG ANTARA,24552,Nunang Antara
1376010032,NUNANG DAYA BANGUN,26221,Daya Bangun
1376010032,NUNANG DAYA BANGUN,26221,Nunang
5371010009,NUNBAUN DELHA,85233,Nunbaun Delha
5371010010,NUNBAUN SABU,85233,Nunbaun Sabu
5304013003,NUNBENA,85558,Nunbena
5304091002,NUNBENA,85582,Nunbena
9408060027,NUNDAWIPI,98215,Nundawipi
5304082004,NUNFUTU,85588,Nunfutu
9433070002,NUNGAI,98982,Nungai
5272020003,NUNGGA,84121,Nungga
1805060001,NUNGGAL REJO,34252,Nunggal Rejo
1607030022,NUNGGAL SARI,30959,Nunggal Sari
9418031012,NUNGGALO,99426,Nunggalo
9402220035,NUNGGARUGUM,99517,Nunggarugum
9418051002,NUNGGAWI,99431,Nunggawi
5206070009,NUNGGI,84152,Nunggi
6311030001,NUNGKA,71664,Nungka
3312240006,NUNGKULAN,57683,Nungkulan
5371010008,NUNHILA,85234,Nunhila
8106040010,NUNIALI,97562,Nuniali
5304102005,NUNKOLO,85583,Nunkolo
5303140019,NUNKURUS,85362,Nunkurus
5371031007,NUNLEU,85119,Nunleu
5303141006,NUNMAFO,85335,Nunmafo
5305040011,NUNMAFO,85671,Nunmafo
5303161001,NUNSAEN,85341,Nunsaen
9408040017,NUNSYIARI,98252,Nunsiari
7104050004,NUNU,95882,N u n u
7271011006,NUNU,94237,Nunu
7104050011,NUNU UTARA,95882,Nunu Utara
5303192001,NUNUANAH,85346,Nunuanah
3212050003,NUNUK,45261,Nunuk
7110030003,NUNUK,95775,Nunuk
3210060018,NUNUK BARU,45461,Nunuk Baru
6501090003,NUNUK TANAH KIBANG,77553,Nunuk Tanah Kibang
7107030003,NUNUKA,95767,Nunuka
6504110003,NUNUKAN SELATAN,77411,Nunukan Selatan
5304030005,NUNUMEU,85516,Nunumeu
5304071008,NUNUNAMAT,85581,Nununamat
7208062004,NUNURANTAI,94483,Nunurantai
5304061007,NUNUSUNU,85564,Nunusunu
7205091003,NUPA BOMBA,94344,Nupabomba
9416034009,NURAP,99065,Nurap
9408080008,NURAWI,98254,Nurawi
5307061013,NURBENLELANG,85875,Nur Benlelang
8204082006,NURJIHAT,97956,Nurjihat
8101055001,NURKAT,97473,Nurkat
5309012004,NURRI,86254,Nurri
8202030019,NURWEDA,97853,Nurweda
1108020022,NUSA,23353,Nusa
1116060020,NUSA,23657,Nusa
5304040014,NUSA,85551,Nusa
7103101001,NUSA,95835,Nusa
7311020005,NUSA,92767,Nusa
9106011002,NUSA,98463,Nusa
1609070014,NUSA AGUNG,32385,Nusa Agung
8206020001,NUSA AMBU,97864,Nusa Ambu
8204053003,NUSA BABULLAH,97917,Nusabullah
1609070009,NUSA BAKTI,32385,Nusa Bakti
1609070008,NUSA BALI,32385,Nusa Bali
1771021005,NUSA INDAH,38242,Nusa Indah
6301040006,NUSA INDAH,70852,Nusa Indah
1609070015,NUSA JAYA,32385,Nusa Jaya
5205051007,NUSA JAYA,84262,Nusa Jaya
8206020004,NUSA JAYA,97864,Nusa Jaya
1602140008,NUSA KARTA,30656,Nusakerta
5307050008,NUSA KENARI,85818,Nusa Kenari
6110040006,NUSA KENYIKAP,78671,Nusa Kenyikap
6209091006,NUSA KUTAU,74459,Nusa Katau
1609070013,NUSA MAJU,32385,Nusa Maju
1607061003,NUSA MAKMUR,30966,Nusa Makmur
6110050023,NUSA PANDAU,78619,Nusa Pandau
6110070012,NUSA PORING,78682,Nusa Poring
5101010008,NUSA SARI,82252,Nusasari
1606090027,NUSA SERASAN,30755,Nusa Serasan
1609070016,NUSA TENGGARA,32385,Nusa Tenggara
1609070005,NUSA TUNGGAL,32385,Nusa Tunggal
9102010002,NUSA ULAN,98676,Nusaulan
1810070003,NUSA WUNGU,35777,Nusa Wungu
3302070005,NUSADADI,53195,Nusadadi
5309040016,NUSADANI,86272,Nusadani
3208021004,NUSAHERANG,45563,Nusaherang
3301170003,NUSAJATI,53273,Nusajati
3671031002,NUSAJAYA,15116,Nusa Jaya
5314050001,NUSAKDALE,85973,Nusakdale
3302060007,NUSAMANGIR,53194,Nusamangir
5309020016,NUSANIPA,86252,Nusa Nipa
8171010003,NUSANIWE,97117,Nusaniwe
1602140016,NUSANTARA,30656,Nusantara
8103010010,NUSANTARA,97548,Nusantara
1403010004,NUSANTARA JAYA,29274,Nusantara Jaya
1871091007,NUSANTARA PERMAI,35247,Nusantara Permai
6104090004,NUSAPATI,78953,Nusapati
1609070007,NUSARAYA,32385,Nusa Raya
8109021005,NUSARUA,97351,Nusarua
3206230008,NUSAWANGI,46453,Nusawangi
3301200010,NUSAWANGKAL,53283,Nusawangkal
3301200015,NUSAWUNGU,53283,Nusawungu
5314071005,NUSE,85984,Nuse
9104020003,NUSEI,98571,Nusei
9409030004,NUSI,98158,Nusi
9409030003,NUSI BABARUK,98158,Nusi Babaruk
8202030006,NUSLIKO,97853,Nusliko
9103071005,NUSPAIRO,98586,Nuspairo
7172022008,NUSU,95568,Nusu
1704051001,NUSUK,38953,Nusuk
3372050011,NUSUKAN,57135,Nusukan
9434090005,NUWA,98864,Nuwa
8108030001,NUWEWANG,97453,Nuwewang
9408070023,NUWIORA,98253,Nuiwiora
1108102007,NYA,23365,Nya
3529180014,NYABAKAN BARAT,69473,Nyabakan Barat
3529180007,NYABAKAN TIMUR,69473,Nyabakan Timur
6207030011,NYALANG,74664,Nyalang
3327020008,NYALEMBENG,52355,Nyalembeng
5105020009,NYALIAN,80752,Nyalian
3202150002,NYALINDUNG,43396,Nyalindung
3203210012,NYALINDUNG,43252,Nyalindung
3205010011,NYALINDUNG,44166,Nyalindung
3211160019,NYALINDUNG,45353,Nyalindung
3217080007,NYALINDUNG,40754,Nyalindung
3322020015,NYAMAT,50575,Nyamat
5102040012,NYAMBU,82171,Nyambu
3326080017,NYAMOK,51161,Nyamok
1804091003,NYAMPIR,34374,Nyampir
3529210007,NYAMPLONG,69483,Nyamplong
3327100017,NYAMPLUNG SARI,52362,Nyamplungsari
3578240002,NYAMPLUNGAN,60162,Nyamplungan
2105050001,NYAMUK,29996,Nyamuk
3320120004,NYAMUK,59455,Nyamuk
6110060017,NYANGGAU,78681,Nyanggau
6107160006,NYANGKOM,78693,Nyangkom
3202230002,NYANGKOWEK,43359,Nyangkowek
5105020012,NYANGLAN,80752,Nyanglan
9409031007,NYANSOREN,98158,Nyansoren
8206032006,NYAOLAKO,97866,Nyaolako
3673020001,NYAPAH,42136,Nyapah
1806033002,NYAPAH BANYU,34582,Nyapah Banyu
3529140007,NYAPAR,69454,Nyapar
6103110015,NYARI,78365,Nyari
6411010001,NYARIBUNGAN,75867,Nyaribungan
3322151004,NYATNYONO,50518,Nyatnyono
3504190008,NYAWANGAN,66254,Nyawangan
3506040009,NYAWANGAN,64172,Nyawangan
6103100006,NYAYUM,78367,Nyayum
1905040007,NYELANDING,33782,Nyelanding
3527060008,NYELOH,69252,Nyeloh
3322120016,NYEMOH,50572,Nyemoh
3217150006,NYENANG,40758,Nyenang
3273050003,NYENGSERET,40242,Nyengseret
5202070007,NYEROT,83561,Nyerot
9416044016,NYIKINEN,99056,Nyikinen
5102040010,NYITDAH,82171,Nyitdah
7301021004,NYIUR INDAH,92864,Nyiur Indah
1601081004,NYIUR SAYAK,32156,Nyiur Sayak
3528050012,NYLABU LAOK,69319,Nyalabu Laok
1505010026,NYOGAN,36364,Nyogan
3272030003,NYOMPLONG,43131,Nyomplong
3604110007,NYOMPOK,42178,Nyompok
8204040014,NYONYIFI,97914,Nyonyifi
5107030008,NYUH TEBEL,80871,Nyuh Tebel
1805011003,NYUKANG HARJO,34283,Nyukang Harjo
7408041006,NYULE,93962,Nyule
9413051003,NYUM / AWAKEN,99664,Awaken
1906010006,NYURUK,33561,Nyuruk
9104030005,O B O,98576,Obo
9416055005,OAKBISIK,99089,Oakbisik
5321020009,OAN MANE,85763,Oan Mane
8272050005,OBA,97833,Oba
9414030011,OBAA,99871,Obaa
9434070007,OBAIBEGA,98863,Obaibega
9410071001,OBAIPUGAIDA,98761,Obaipugaida
5304112004,OBAKI,85577,Obaki
9410080004,OBANO,98763,Obano
9434100005,OBAYO,98865,Obayo
5203100003,OBEL OBEL,83656,Obel-obel
5303111010,OBEN,85331,Oben
9415071014,OBIO,99778,Obio
9416014002,OBIO,99048,Obio
9416029008,OBIS,99088,Obis
9416034015,OBLIN,99065,Oblin
1175030006,OBOH,24884,Oboh
9416047004,OBOKAIN,99095,Obokain
9416010028,OBOLMA,99041,Obolma
9402190027,OBYA,99512,Obya
8204010008,OCIMALOLEO,97962,Ocimaloleo
9427010008,ODORI,98161,Odori
5309062012,OE SAYANG,86264,Oesayang
5371041007,OEBA,85226,Oeba
5314010011,OEBAFFOK,85982,Oebafok
5304051006,OEBAKI,85565,Oebaki
5314010015,OEBATU,85982,Oebatu
5314050005,OEBAU,85973,Oebau
5314020013,OEBELA,85981,Oebela
5303120010,OEBELO,85361,Oebelo
5304050003,OEBELO,85562,Oebelo
5304030003,OEBESA,85513,Oebesa
5303133002,OEBESI,85334,Oebesi
5304060014,OEBO,85566,Oebobo
5304041001,OEBOBO,85566,Oebobo
5371030009,OEBOBO,85111,Oebobo
5303160008,OEBOLA,85363,Oebola
5303160013,OEBOLA DALAM,85363,Oebola Dalam
5314010006,OEBOU,85982,Oebou
5371030011,OEBUFU,85111,Oebufu
5303140001,OEFAFI,85362,Oefafi
5303142007,OEFETO,85336,Oefeto
5314010009,OEHANDI,85982,Oehandi
5304030006,OEKEFAN,85519,Oe Kefan
5304050009,OEKIU,85562,Oekiu
5305051003,OEKOPA,85686,Oekopa
5305022004,OELAMI,85652,Oelami
5314010017,OELASIN,85982,Oelasin
5303140025,OELATIMO,85362,Oelatimo
5303180010,OELBANU,85364,OeLBAnu
5303161002,OELBITENO,85341,Oelbiteno
5305023004,OELBONAK,85634,Oelbonak
5304023002,OELBUBUK,85568,Oelbubuk
5314050006,OELEDO,85973,Oeledo
5304081002,OELEON,85576,Oeleon
5304080005,OELET,85572,Oelet
5303121001,OELETSALA,85332,Oeletsala
5304071006,OELEU,85581,Oeleu
5304071006,OELEU,85587,Oeleu
5304111001,OELEU,85581,Oeleu
5304111001,OELEU,85587,Oeleu
5303191005,OELFATU,85344,Oelfatu
5303170006,OELNAINENO,85369,Oelnaineno
5303120008,OELNASI,85361,Oelnasi
5305012001,OELNEKE,85642,Oelneke
5304021009,OELNUNUH,85555,Oelnunuh
5314070006,OELOLOT,85983,Oelolok
7402021012,OELONGKO,93667,Oelongko
5303120009,OELPUAH,85361,Oelpuah
5303121005,OELTUA,85332,Oeltuah
5314020011,OELUA,85981,Oelua
5314030007,OELUNGGU,85911,Oelunggu
5305061008,OEMANU,85683,Oemanu
5303111007,OEMASI,85331,Oemasi
5303110005,OEMAT NUNU,85351,Oematnunu
5314030005,OEMATAMBOLI,85911,Oematamboli
5303141004,OEMOFA,85335,Oemofa
5303141003,OEMOLO,85335,Oemolo
5303110012,OENAEK,85351,Oenaek
5305050002,OENAEM,85681,Oenaem
5305044001,OENAIN,85674,Oenain
5305021010,OENAK,85663,Oenak
5303141010,OENAUNU,85335,Oenaunu
5305023005,OENENU,85633,Oenenu
5305023008,OENENU SELATAN,85635,Oenenu selatan
5305023007,OENENU UTARA,85635,Oenenu Utara
5303110011,OENESU,85351,Oenesu
5314070001,OENGGAUT,85983,Oenggaut
7414020013,OENGKOLAKI,93762,Oengkolaki
5303111006,OENIF,85331,Oenif
5303141008,OENIKO,85335,Oeniko
5304072006,OENINO,85554,Oenino
5305023006,OENINO,85631,Oenino
5314070005,OENITAS,85983,Oenitas
5303130020,OENONI,85366,Oenoni
5303130022,OENONI II,85366,Oenoni
7402031002,OENSULI,93664,Oensuli
5303141007,OENUNUTONO,85335,Oenuntono
5305012004,OEOLO,85641,Oeolo
5303111004,OEPAHA,85331,Oepaha
5305021016,OEPERIGI,85663,Oeperigi
5304051003,OEPLIKI,85565,Oepliki
5305052005,OEPUAH,85685,Oepuah
5305052007,OEPUAH SELATAN,85685,Oepuah Selatan
5305052006,OEPUAH UTARA,85685,Oepuah Utara
5371020008,OEPURA,85142,Oepura
5305051002,OERINBESI,85686,Oerinbesi
5303140017,OESAO,85362,Oesao
5303140024,OESAO II,85362,Oesao
5371040012,OESAPA,85214,Oesapa
5371040013,OESAPA BARAT,85212,Oesapa Barat
5371040014,OESAPA SELATAN,85213,Oesapa Selatan
5314010005,OESELI,85982,Oeseli
5303130012,OESENA,85366,Oesena
5305020032,OESENA,85651,Oesena
5305041009,OESOKO,85672,Oesoko
5303170008,OESUSU,85369,Oesusu
5305022003,OETALUS,85652,Oetalus
5314010008,OETEFFU,85982,Oetefu
5303150004,OETETA,85368,Oeteta
5371030008,OETETE,85112,Oetete
5304071004,OETUKE,85581,Oetuke
5305012002,OETULU,85642,Oetulu
5314020007,OETUTULU,85981,Oetutulu
1208030022,OFA/PADANG MAHONDANG,21273,Padang Mahondang
9101081009,OFFIE,98658,Offie
5304071011,OFU,85581,Ofu
9433070012,OGAMKI,98982,Ogamki
1671021005,OGAN BARU,30258,Ogan Baru
1806033004,OGAN CAMPANG,34582,Ogan Campang
1806033006,OGAN JAYA,34582,Ogan Jaya
1806080012,OGAN JAYA,34555,Ogan Jaya
1806030030,OGAN LIMA,34558,Ogan Lima
9435010013,OGEAPA,98777,Ogeapa
9413021002,OGENATAN,99662,Ogenatan
9433030008,OGNANIM,98981,Ognanim
7208040019,OGOALAS,94475,Ogoalas
7205161004,OGOAMAS I,94358,Ogoamas I
7205161003,OGOAMAS II,94358,Ogoamas II
7208051009,OGOBAYAS,94481,Ogobayas
7206030006,OGOGASANG,94552,Ogogasang
7206030009,OGOGILI,94552,Ogogili
7206041009,OGOMATANANG,94556,Ogomatanang
7206050001,OGOMOLI,94541,Ogomoli
9414024012,OGORITO,99853,Ogorito
7206032006,OGOSIPAT,94555,Ogosipaf
7208051006,OGOTION,94481,Ogotion
7206020002,OGOTUA,94553,Ogotua
7208050009,OGOTUMUBU,94476,Ogotumubu
7208050019,OGOTUMUBU BARAT,94476,Ogotumubu
7206030004,OGOWELE,94552,Ogowele
7206030017,OGOWELE BUGA,94552,Ogowele
8204080013,OHA,97955,Oha
9416058010,OHENA,99069,Ohena
8104026010,OHILAHIN,97374,Ohilahin
8102010042,OHOIDERTAWUN,97651,Ohoidertawun
8102012009,OHOIDERTOM,97655,Ohoidertutu
8102012001,OHOIDERTUTU,97655,Ohoidertutu
8102020016,OHOIEL,97641,Ohoiel
8102021003,OHOIFAU,97643,Ohoifau
8102020027,OHOILIM,97641,Ohoilim
8102020024,OHOINANGAN,97641,Ohoinangan
8102020054,OHOINANGAN ATAS,97641,Ohoinangan
8102013008,OHOINOL,97656,Ohoinol
8102012005,OHOIRA,97655,Ohoira
8102022014,OHOIRENAN,97642,Ohoirenan
8172030005,OHOITAHIT,97617,Ohoitahit
8172030006,OHOITEL,97618,Ohoitel
8102020015,OHOIWAIT,97641,Ohoiwait
9412022002,OHOTYA,99971,Ohotya
5206091009,OI BURA,84192,Oi Bura
5206091003,OI PANIHI,84192,Oi Panihi
5206090004,OI SARO,84191,Oi Saro
7407011003,OIHU,93798,Oihu
5304020009,OINLASI,85561,Oinlasi
5304100001,OINLASI,85573,Oinlasi
8108020002,OIRATA BARAT,97454,Oirata Barat
8108020003,OIRATA TIMUR,97454,Oirata Timur
5206070005,OITUI,84152,Oi Tui
5309010001,OJAN DETUN,86253,Ojandetun
5310040021,OJANG,86183,Ojang
9417021008,OK TELABE,99573,Ok Telabe
9430060005,OKA,99533,Oka
5316011009,OKA WACU,87381,Oka Wacu
9401020008,OKABA,99654,Okaba
9410080008,OKAITADI,98763,Okaitadi
9417054005,OKAMIN,99574,Okamin
9417052002,OKANO,99574,Okano
9417040018,OKAPLO,99572,Okaplo
9417023005,OKATEM,99583,Okatem
9417040004,OKBIFISIL,99572,Okbifisil
9417054006,OKBUMUL,99574,Okbumul
9417055005,OKDILAN,99574,Okdilam
9417055012,OKDUNAN,99574,Okdunam
9417053001,OKELWEL,99574,Okelwel
9418100017,OKER,99432,Oker
9417051002,OKETUR,99574,Oketur
9417051010,OKHIK,99574,Okhik
9417054002,OKHIM,99574,Okhim
8109030007,OKI  LAMA,97351,Oki Lama
8109030008,OKI BARU,97351,Oki Baru
9417054001,OKLIP,99574,Oklip
9416063002,OKLOMA,99073,Okloma
9417055001,OKMA,99574,Okma
9417050009,OKNANGGUL,99574,Oknanggul
7404020001,OKO OKO,93562,Oko-Oko
9436030006,OKOMOKEBO,98784,Okomakebo
9414040011,OKOR,99881,Okor
9417055008,OKPA,99574,Okpa
9417040023,OKSEMAR,99572,Oksemar
9417060008,OKSIP,99576,Oksip
9417025002,OKSOP,99582,Oksop
9417055004,OKTAE,99574,Oktae
9417040017,OKTANGLAP,99572,Oktanglap
9417056004,OKTARU,99572,Oktanglap
9417056001,OKTAU,99572,Oktanglap
9417054003,OKTEM,99574,Oktem
9417053003,OKTENENG,99574,Okteneng
9417025006,OKTUMI,99582,Oktumi
9417054004,OKTUMI,99574,Oktumi
7201070018,OKULO POTIL,94874,Okulo Potil
7201050006,OKUMEL,94887,Okumel
9417051008,OKYAKO,99574,Okyako
9417060015,OKYAKO,99574,Okyako
9417051011,OKYAOP,99574,Okyaop
9417051003,OKYOP,99574,Okyop
5314050009,OLAFULIHAA,85973,Olafulihaa
5318060010,OLAIA,86911,Olaia
5304060010,OLAIS,85563,Olais
1405011004,OLAK,28684,Olak
1504040023,OLAK,36619,Olak
1504020002,OLAK BESAR,36656,Olak Besar
1504011009,OLAK KEMANG,36655,Olak Kemang
1571060004,OLAK KEMANG,36262,Olak Kemang
1504050014,OLAK RAMBAHAN,36657,Olak Rambahan
5318040007,OLAKILE,86962,Olakile
7317062007,OLANG,91945,Olang
5204090010,OLAT RAWA,84381,Olat Rawa
7208020008,OLAYA,94419,Olaya
5316040003,OLE ATE,87358,Ole Ate
5316040012,OLE DEWA,87358,Ole Dewa
3512100006,OLEAN,68316,Olean
3510170008,OLEHSARI,68454,Olehsari
7504041008,OLELE,96573,Olele
7501052006,OLIBU,96372,Olibu
7209080012,OLILAN,94692,Olilan
7502011007,OLIMEYALA,96278,Olimeyala
7502043010,OLIMOHULO,96277,Olimohulo
7407030007,OLLO,93792,Ollo
7407030012,OLLO SELATAN,93792,Ollo Selatan
7107040003,OLLOT,95764,Ollot
7107040004,OLLOT I,95764,Ollot I
7107040002,OLLOT II,95764,Ollot II
1371060013,OLO,25117,Olo
7403131011,OLO-OLOHO,93462,Alo-Oloho
7208021008,OLOBARU,94451,Olobaru
9416044018,OLOMISANG,99056,Olomisang
6213040031,OLONG BALO,73961,Olong Balo
6213040013,OLONG DOJOU,73961,Olong Dojou
6213041003,OLONG HANANGAN,73962,Olung Hanangan
6213050005,OLONG LIKO,73981,Olong Liko
6213041002,OLONG MURO,73962,Olung Muro
6213040009,OLONG NANGO,73961,Olong Nango
6401030013,OLONG PINANG,76271,Olong Pinang
6213040014,OLONG SIRON,73961,Olong Siron
6213040020,OLONG ULU,73961,Olong Ulu
3527090001,OLOR,69263,Olor
1278060003,OLORA,22821,Olora
7504020009,OLUHUTA,96583,Oluhuta
7504041003,OLUHUTA,96573,Oluhuta
7505010015,OLUHUTA,96653,Oluhuta
7504020020,OLUHUTA UTARA,96583,Oluhuta
9430030016,OLUME,99531,Olume
7204031003,OLUMOKUNDE,94668,Olumokunde
6401060016,OLUNG,76282,Olung
7201060010,OLUNO,94871,Oluno
7201070019,OLUSI,94874,Olusi
8103090002,OMA,97545,Oma
9412022003,OMAWITA,99971,Omawita
7503040015,OMAYUWA,96468,Omayuwa
9417030006,OMBAN,99577,Omban
6402070011,OMBAU ASA,75711,Ombau Asa
8204071001,OMBAWA,97942,Ombawa
5307012009,OMBAY,85885,Ombay
5201040011,OMBE BARU,83362,Ombe Baru
3527050011,OMBEN,69291,Omben
7205120001,OMBO,94354,Ombo
1224020008,OMBOLATA,22861,Ombolata
1224020008,OMBOLATA,22863,Ombolata
1224110018,OMBOLATA,22853,Ombolata
1225010023,OMBOLATA,22861,Ombolata
1225010023,OMBOLATA,22863,Ombolata
1278010006,OMBOLATA,22825,Ombolata
1224100008,OMBOLATA AFULU,22857,Ombolata Afulu
1201130022,OMBOLATA SALOO,22853,Ombolata
1224070001,OMBOLATA SAWO,22845,Ombolata Sawo
1278040023,OMBOLATA ULU,22811,Ombolata Ulu
7405041009,OMBU-OMBU JAYA,93887,Ombu Ombu Jaya
3526130004,OMBUL,69151,Ombul
3527060010,OMBUL,69252,Ombul
7201062009,OMBULI,94873,Ombuli
7502071007,OMBULO,96225,Ombulo
7504040012,OMBULO HIJAU,96585,Ombulo Hijau
7502042017,OMBULO TANGO,96276,Ombulo Tango
