kode_bps,nama_bps,kode_pos,nama_pos
9171,SORONG,98400,KOTA SORONG
9171,SORONG,98400,SORONG
9106,SORONG SELATAN,98400,SORONG
9106,SORONG SELATAN,98400,SORONG SELATAN
3314,SRAGEN,57200,SRAGEN
3213,SUBANG,41200,SUBANG
1175,SUBULUSSALAM,24800,KOTA SUBULUSSALAM
3202,SUKABUMI,43300,SUKABUMI
3272,SUKABUMI,43100,KOTA SUKABUMI
6206,SUKAMARA,74400,SUKAMARA
6206,SUKAMARA,74700,SUKAMARA
3311,SUKOHARJO,57500,SUKOHARJO
5301,SUMBA BARAT,87200,SUMBA BARAT
5317,SUMBA BARAT DAYA,87400,SUMBA BARAT DAYA
5316,SUMBA TENGAH,87300,SUMBA TENGAH
5302,SUMBA TIMUR,87100,SUMBA TIMUR
5204,SUMBAWA,84300,SUMBAWA
5207,SUMBAWA BARAT,84400,SUMBAWA BARAT
3211,SUMEDANG,45300,SUMEDANG
3529,SUMENEP,69400,SUMENEP
1572,SUNGAI PENUH,37100,KERINCI
1572,SUNGAI PENUH,37100,KOTA SUNGAI PENUH
9427,SUPIORI,98100,SUPIORI
3578,SURABAYA,60100,KOTA SURABAYA
3578,SURABAYA,60200,KOTA SURABAYA
3372,SURAKARTA,57100,KOTA SURAKARTA
6309,TABALONG,71500,TABALONG
5102,TABANAN,82100,TABANAN
7305,TAKALAR,92200,TAKALAR
9109,TAMBRAUW,98300,MANOKWARI
9109,TAMBRAUW,98300,TAMBRAUW
9109,TAMBRAUW,98400,TAMBRAUW
6503,TANA TIDUNG,77600,TANA TIDUNG
7318,TANA TORAJA,91800,TANA TORAJA
7318,TANA TORAJA,91800,TORAJA UTARA
6310,TANAH BUMBU,72200,TANAH BUMBU
6301,TANAH LAUT,70800,TANAH LAUT
3603,TANGERANG,15200,TANGERANG
3603,TANGERANG,15500,TANGERANG
3603,TANGERANG,15600,TANGERANG
3603,TANGERANG,15700,TANGERANG
3603,TANGERANG,15800,TANGERANG
3603,TANGERANG,15900,TANGERANG
3671,TANGERANG,15100,KOTA TANGERANG
3674,TANGERANG SELATAN,15300,KOTA TANGERANG SELATAN
3674,TANGERANG SELATAN,15400,KOTA TANGERANG SELATAN
1802,TANGGAMUS,35600,TANGGAMUS
1272,TANJUNG BALAI,21300,KOTA TANJUNG BALAI
1507,TANJUNG JABUNG BARAT,36500,TANJUNG JABUNG BARAT
1506,TANJUNG JABUNG TIMUR,36700,TANJUNG JABUNG TIMUR
2172,TANJUNG PINANG,29100,KOTA TANJUNG PINANG
1203,TAPANULI SELATAN,22700,TAPANULI SELATAN
1204,TAPANULI TENGAH,22500,TAPANULI TENGAH
1204,TAPANULI TENGAH,22600,TAPANULI TENGAH
1205,TAPANULI UTARA,22400,HUMBANG HASUNDUTAN
1205,TAPANULI UTARA,22400,TAPANULI UTARA
6305,TAPIN,71100,TAPIN
6571,TARAKAN,77100,KOTA TARAKAN
3206,TASIKMALAYA,46400,TASIKMALAYA
3278,TASIKMALAYA,46100,KOTA TASIKMALAYA
1274,TEBING TINGGI,20600,KOTA TEBING TINGGI
1508,TEBO,37500,TEBO
3328,TEGAL,52400,TEGAL
3376,TEGAL,52100,KOTA TEGAL
9104,TELUK BINTUNI,98500,TELUK BINTUNI
9103,TELUK WONDAMA,98500,TELUK WONDAMA
3323,TEMANGGUNG,56200,TEMANGGUNG
8271,TERNATE,97700,KOTA TERNATE
8272,TIDORE KEPULAUAN,97800,KOTA TIDORE KEPULAUAN
5304,TIMOR TENGAH SELATAN,85500,TIMOR TENGAH SELATAN
5305,TIMOR TENGAH UTARA,85600,TIMOR TENGAH UTARA
1206,TOBA SAMOSIR,22300,TOBA SAMOSIR
7209,TOJO UNA-UNA,94600,TOJO UNA UNA
7206,TOLI-TOLI,94500,TOLI TOLI
9418,TOLIKARA,99300,MAMBERAMO RAYA
9418,TOLIKARA,99400,TOLIKARA
7173,TOMOHON,95400,KOTA TOMOHON
7326,TORAJA UTARA,91800,TANA TORAJA
7326,TORAJA UTARA,91800,TORAJA UTARA
3503,TRENGGALEK,66300,TRENGGALEK
8172,TUAL,97600,KOTA TUAL
3523,TUBAN,62300,TUBAN
1812,TULANG BAWANG BARAT,34400,TULANG BAWANG BARAT
1808,TULANGBAWANG,34600,TULANG BAWANG
3504,TULUNGAGUNG,66200,TULUNGAGUNG
7313,WAJO,90900,WAJO
7407,WAKATOBI,93700,WAKATOBI
9426,WAROPEN,98200,WAROPEN
1807,WAY KANAN,34700,WAY KANAN
3312,WONOGIRI,57600,WONOGIRI
3307,WONOSOBO,56300,WONOSOBO
9416,YAHUKIMO,99000,YAHUKIMO
9432,YALIMO,99400,YALIMO
3471,YOGYAKARTA,55100,KOTA YOGYAKARTA
3471,YOGYAKARTA,55200,KOTA YOGYAKARTA
